Subj_idx,Stimulus,Response,Confidence,RT_dec,DotDiff,Accuracy
33,1,1,2,0.663,3.35,1
33,0,1,1,0.622,3.35,0
33,1,1,4,0.609,3.45,1
33,1,1,3,0.714,3.45,1
33,1,1,5,0.456,3.35,1
33,0,1,2,0.807,3.35,0
33,1,0,2,0.724,3.45,0
33,0,0,2,0.579,3.55,1
33,0,1,3,0.665,3.55,0
34,1,1,4,0.607,4.05,1
34,1,1,3,2.525,3.95,1
34,1,1,2,4.963,3.95,1
34,0,0,5,2.8,3.85,1
34,1,1,4,1.804,3.85,1
34,1,1,2,3.487,3.75,1
34,0,0,5,2.639,3.75,1
34,1,0,4,2.749,3.65,0
34,1,1,1,4.211,3.75,1
34,1,1,5,1.584,3.75,1
34,1,1,4,2.432,3.65,1
34,1,1,3,3.547,3.65,1
34,0,0,1,2.642,3.55,1
34,0,0,4,2.004,3.55,1
34,0,0,4,3.325,3.45,1
34,1,0,4,4.373,3.45,0
34,0,0,5,3.758,3.55,1
34,1,1,3,4.31,3.55,1
34,0,0,1,6.885,3.45,1
34,0,0,5,2.634,3.45,1
34,1,0,4,2.772,3.35,0
34,1,1,5,1.863,3.45,1
34,1,1,2,2.54,3.45,1
34,0,0,4,2.736,3.35,1
34,1,1,1,7.28,3.35,1
34,0,0,5,1.116,3.25,1
34,1,1,4,1.746,3.25,1
34,1,0,3,3.098,3.15,0
34,0,0,4,2.938,3.25,1
34,0,0,4,1.372,3.25,1
34,1,1,4,0.983,3.15,1
34,0,0,3,2.187,3.15,1
34,0,0,3,1.328,3.05,1
34,1,1,5,1.479,3.05,1
34,1,0,5,1.027,2.95,0
34,1,1,4,1.148,3.05,1
34,0,0,5,1.188,3.05,1
34,1,0,4,1.024,2.95,0
34,0,1,3,3.609,3.05,0
34,0,0,4,1.509,3.15,1
34,0,0,3,1.37,3.15,1
34,0,1,3,1.538,3.05,0
34,1,1,3,1.547,3.15,1
34,1,1,2,3.244,3.15,1
34,1,1,4,1.383,3.05,1
34,0,0,5,1.562,3.05,1
34,1,0,4,1.368,2.95,0
34,1,1,1,2.596,3.05,1
34,0,0,2,1.307,3.05,1
34,1,0,2,3.078,2.95,0
34,1,0,4,2.776,3.05,0
34,1,1,1,3.695,3.15,1
34,1,1,4,2.578,3.15,1
34,1,0,1,2.472,3.05,0
34,0,0,4,2.856,3.15,1
34,0,1,4,3.115,3.15,0
34,0,0,3,2.28,3.25,1
34,1,1,4,1.515,3.25,1
34,0,0,2,2.79,3.15,1
34,1,1,5,1.49,3.15,1
34,0,0,1,3.662,3.05,1
34,0,1,5,2.088,3.05,0
34,1,1,4,2.338,3.15,1
34,1,1,4,2.018,3.15,1
34,1,1,3,2.007,3.05,1
34,0,0,5,1.801,3.05,1
34,1,0,3,3.24,2.95,0
34,0,1,5,1.358,3.05,0
34,1,0,2,2.52,3.15,0
34,1,1,5,1.609,3.25,1
34,0,0,4,1.45,3.25,1
34,0,0,6,1.348,3.15,1
34,1,1,4,2.402,3.15,1
34,0,0,6,1.546,3.05,1
34,0,0,5,1.742,3.05,1
34,1,1,3,3.128,2.95,1
34,1,1,5,1.563,2.95,1
34,1,1,5,1.735,2.85,1
34,0,0,5,1.781,2.85,1
34,1,1,6,1.714,2.75,1
34,0,0,4,1.766,2.75,1
34,0,0,5,3.327,2.65,1
34,0,0,1,2.211,2.65,1
34,0,0,2,2.607,2.55,1
34,1,1,4,1.275,2.55,1
34,1,1,4,1.509,2.45,1
34,1,0,4,1.299,2.45,0
34,0,0,4,1.375,2.55,1
34,1,1,4,1.717,2.55,1
34,1,1,4,1.454,2.45,1
34,0,0,5,1.174,2.45,1
34,1,0,5,1.188,2.35,0
34,1,1,5,1.227,2.45,1
34,1,1,5,1.998,2.45,1
34,1,0,3,3.904,2.35,0
34,1,1,3,2.965,2.45,1
34,0,0,4,1.379,2.45,1
34,0,1,3,3.474,2.35,0
34,0,0,4,1.558,2.45,1
34,1,1,5,1.472,2.45,1
34,0,0,2,3.669,2.35,1
34,1,1,5,1.375,2.35,1
34,0,1,4,2.253,2.25,0
34,0,1,5,1.174,2.35,0
34,1,1,6,1.436,2.45,1
34,1,1,6,2.137,2.45,1
34,1,1,5,2.053,2.35,1
34,0,1,3,2.489,2.35,0
34,1,0,3,1.976,2.45,0
34,0,0,2,3.611,2.55,1
34,1,1,4,2.163,2.55,1
34,1,0,2,1.909,2.45,0
34,0,0,4,1.533,2.55,1
34,0,1,4,2.566,2.55,0
34,1,0,1,2.009,2.65,0
34,0,0,2,3.598,2.75,1
34,0,1,3,2.913,2.75,0
34,1,0,5,2.854,2.85,0
34,1,1,5,2.36,2.95,1
34,1,1,5,1.248,2.95,1
34,0,0,6,1.619,2.85,1
34,1,1,3,2.31,2.85,1
34,0,1,4,2.661,2.75,0
34,0,1,2,1.88,2.85,0
34,0,0,5,1.745,2.95,1
34,0,1,2,4.331,2.95,0
34,1,1,5,1.209,3.05,1
34,1,1,5,1.05,3.05,1
34,1,1,4,0.976,2.95,1
34,0,0,4,0.95,2.95,1
34,1,1,5,0.819,2.85,1
34,1,0,1,4.352,2.85,0
34,0,1,2,1.214,2.95,0
34,1,1,1,0.688,3.05,1
34,1,0,3,1.117,3.05,0
34,1,1,3,1.339,3.15,1
34,1,1,3,1.882,3.15,1
34,1,1,4,1.179,3.05,1
34,0,1,4,2.193,3.05,0
34,0,0,3,2.318,3.15,1
34,0,1,3,0.823,3.15,0
34,1,1,5,0.892,3.25,1
34,0,1,4,1.453,3.25,0
34,1,1,5,0.928,3.35,1
34,0,0,4,1.987,3.35,1
34,0,1,3,1.61,3.25,0
34,1,1,2,1.386,3.35,1
34,1,1,6,1.07,3.35,1
34,1,1,5,1.068,3.25,1
34,0,0,6,0.983,3.25,1
34,1,1,4,0.929,3.15,1
34,0,1,5,1.076,3.15,0
34,1,0,5,1.431,3.25,0
34,1,1,5,0.837,3.35,1
34,0,0,3,1.93,3.35,1
34,0,0,5,1.006,3.25,1
34,1,1,5,0.636,3.25,1
34,0,0,5,0.931,3.15,1
34,0,0,4,3.207,3.15,1
34,1,1,5,1.102,3.05,1
34,1,1,6,1.027,3.05,1
34,1,0,5,0.845,2.95,0
34,0,1,5,0.812,3.05,0
34,1,1,6,0.92,3.15,1
34,0,0,5,1.462,3.15,1
34,0,1,5,0.538,3.05,0
34,0,0,3,1.686,3.15,1
34,0,0,4,1.367,3.15,1
34,1,1,5,1.643,3.05,1
34,1,0,6,0.804,3.05,0
34,1,1,5,0.666,3.15,1
34,0,0,5,0.902,3.15,1
34,1,1,4,0.603,3.05,1
34,1,1,5,0.628,3.05,1
34,0,1,3,1.495,2.95,0
34,1,1,4,0.933,3.05,1
34,1,0,5,1.566,3.05,0
34,1,1,4,0.783,3.15,1
34,1,1,5,0.974,3.15,1
34,1,0,4,1.028,3.05,0
34,0,0,5,0.89,3.15,1
34,0,0,5,1.26,3.15,1
34,0,0,5,0.987,3.05,1
34,1,1,1,1.723,3.05,1
34,0,1,4,1.566,2.95,0
34,1,1,2,3.554,3.05,1
34,0,0,6,0.909,3.05,1
34,0,0,5,1.071,2.95,1
34,1,1,4,0.99,2.95,1
34,1,0,6,0.904,2.85,0
34,1,1,6,0.83,2.95,1
34,0,1,4,1.306,2.95,0
34,1,1,3,1.694,3.05,1
34,0,0,3,1.472,3.05,1
34,1,0,2,2.153,2.95,0
34,1,1,6,0.917,3.05,1
34,0,1,3,2.96,3.05,0
34,0,0,5,0.926,3.15,1
34,1,0,5,1.643,3.15,0
34,0,0,5,1.746,3.25,1
34,0,1,5,1.871,3.25,0
34,1,0,5,1.782,3.35,0
34,1,0,4,1.621,3.45,0
34,1,0,1,2.769,3.55,0
34,0,0,4,1.841,3.65,1
34,1,0,5,0.932,3.65,0
34,0,0,5,0.993,3.75,1
34,0,0,5,0.861,3.75,1
34,0,1,4,1.681,3.65,0
34,0,0,5,0.984,3.75,1
35,0,0,5,0.671,4.75,1
35,1,1,6,0.686,4.75,1
35,1,1,6,0.738,4.65,1
35,1,1,6,1.025,4.65,1
35,1,1,4,1.149,4.55,1
35,1,1,6,0.614,4.55,1
35,1,1,5,0.718,4.45,1
35,1,1,3,15.795,4.45,1
35,0,0,6,1.844,4.35,1
35,0,0,4,1.061,4.35,1
35,1,1,5,1.008,4.25,1
35,0,0,5,0.701,4.25,1
35,1,1,6,0.719,4.15,1
35,0,1,3,1.065,4.15,0
35,1,1,4,1.083,4.25,1
35,0,0,5,1.452,4.25,1
35,0,0,5,0.699,4.15,1
35,0,0,5,0.535,4.15,1
35,0,0,5,0.525,4.05,1
35,1,1,5,0.623,4.05,1
35,1,1,5,0.906,3.95,1
35,1,1,5,0.772,3.95,1
35,0,1,5,0.64,3.85,0
35,1,0,4,0.68,3.95,0
35,1,0,5,0.676,4.05,0
35,0,0,4,0.489,4.15,1
35,1,1,5,0.704,4.15,1
35,1,1,5,0.547,4.05,1
35,0,1,5,0.595,4.05,0
35,0,0,6,0.728,4.15,1
35,0,1,4,0.739,4.15,0
35,1,0,1,2.673,4.25,0
35,1,1,5,0.65,4.35,1
35,1,1,5,0.537,4.35,1
35,0,1,3,0.444,4.25,0
35,0,0,6,0.538,4.35,1
35,0,1,4,0.859,4.35,0
35,1,1,5,0.623,4.45,1
35,0,0,6,0.643,4.45,1
35,0,0,5,0.582,4.35,1
35,1,1,6,0.59,4.35,1
35,1,1,6,0.422,4.25,1
35,0,0,6,0.532,4.25,1
35,1,1,6,0.653,4.15,1
35,1,1,6,0.602,4.15,1
35,1,0,6,0.524,4.05,0
35,1,1,6,0.756,4.15,1
35,1,1,4,0.842,4.15,1
35,1,1,6,0.516,4.05,1
35,1,1,5,0.607,4.05,1
35,0,0,6,0.632,3.95,1
35,0,0,5,0.767,3.95,1
35,1,1,5,0.625,3.85,1
35,0,0,6,0.517,3.85,1
35,1,1,5,0.706,3.75,1
35,0,0,6,0.494,3.75,1
35,1,1,5,0.644,3.65,1
35,0,0,5,0.442,3.65,1
35,0,0,5,0.485,3.55,1
35,0,0,5,0.672,3.55,1
35,0,1,4,0.72,3.45,0
35,1,1,5,0.846,3.55,1
35,1,0,5,0.543,3.55,0
35,1,1,4,0.52,3.65,1
35,0,1,6,0.539,3.65,0
35,1,0,5,0.603,3.75,0
35,1,1,6,0.402,3.85,1
35,0,0,6,0.372,3.85,1
35,1,1,6,0.574,3.75,1
35,1,1,6,0.672,3.75,1
35,0,0,6,0.357,3.65,1
35,0,0,5,0.544,3.65,1
35,0,1,6,0.502,3.55,0
35,1,0,5,0.515,3.65,0
35,1,1,4,0.708,3.75,1
35,1,1,5,0.461,3.75,1
35,0,0,6,0.456,3.65,1
35,0,0,6,0.41,3.65,1
35,0,0,3,0.875,3.55,1
35,1,0,4,0.547,3.55,0
35,0,0,5,0.542,3.65,1
35,0,0,5,0.66,3.65,1
35,1,1,5,0.473,3.55,1
35,1,1,6,0.599,3.55,1
35,0,0,6,1.482,3.45,1
35,1,1,6,0.465,3.45,1
35,1,1,4,1.068,3.35,1
35,1,1,6,0.417,3.35,1
35,1,0,6,0.635,3.25,0
35,1,1,4,0.574,3.35,1
35,1,0,6,0.455,3.35,0
35,1,0,4,0.402,3.45,0
35,0,0,3,0.965,3.55,1
35,0,0,4,0.584,3.55,1
35,1,1,5,0.578,3.45,1
35,0,0,4,2.608,3.45,1
35,1,1,5,0.485,3.35,1
35,0,0,6,0.438,3.35,1
35,1,1,4,0.665,3.25,1
35,0,0,6,0.436,3.25,1
35,0,1,4,0.503,3.15,0
35,0,0,5,0.455,3.25,1
35,0,0,6,0.491,3.25,1
35,1,1,4,0.621,3.15,1
35,1,1,6,0.363,3.15,1
35,1,1,4,0.526,3.05,1
35,0,0,4,0.532,3.05,1
35,1,0,4,0.517,2.95,0
35,1,0,2,0.343,3.05,0
35,0,0,6,0.712,3.15,1
35,1,1,5,0.91,3.15,1
35,1,0,3,0.921,3.05,0
35,0,0,5,0.359,3.15,1
35,0,0,4,0.605,3.15,1
35,0,0,6,0.311,3.05,1
35,1,0,4,0.569,3.05,0
35,1,0,4,0.466,3.15,0
35,1,1,6,0.528,3.25,1
35,0,0,6,0.588,3.25,1
35,0,0,4,0.74,3.15,1
35,0,0,4,1.075,3.15,1
35,1,0,5,0.37,3.05,0
35,0,0,4,1.548,3.15,1
35,0,0,4,0.334,3.15,1
35,1,1,6,0.338,3.05,1
35,1,0,5,0.545,3.05,0
35,0,1,4,0.751,3.15,0
35,1,0,4,0.562,3.25,0
35,1,0,2,1.064,3.35,0
35,1,0,2,0.774,3.45,0
35,1,0,4,0.384,3.55,0
35,1,0,4,0.439,3.65,0
35,1,0,3,0.372,3.75,0
35,1,1,2,0.798,3.85,1
35,0,0,2,0.441,3.85,1
35,0,0,2,0.357,3.75,1
35,1,1,2,0.732,3.75,1
35,0,0,5,0.404,3.65,1
35,1,1,4,0.461,3.65,1
35,0,0,6,0.489,3.55,1
35,1,1,6,0.369,3.55,1
35,0,0,6,0.355,3.45,1
35,0,0,3,0.707,3.45,1
35,0,0,3,0.346,3.35,1
35,0,1,3,0.598,3.35,0
35,1,1,2,0.565,3.45,1
35,1,1,3,0.774,3.45,1
35,1,1,3,0.506,3.35,1
35,0,0,4,0.459,3.35,1
35,1,0,4,0.447,3.25,0
35,1,1,5,0.475,3.35,1
35,0,0,5,0.482,3.35,1
35,1,1,5,0.354,3.25,1
35,1,1,2,0.663,3.25,1
35,0,0,3,1.3,3.15,1
35,0,0,5,0.487,3.15,1
35,0,0,4,3.076,3.05,1
35,1,0,2,1.663,3.05,0
35,1,1,2,0.619,3.15,1
35,1,0,4,0.324,3.15,0
35,0,0,4,0.505,3.25,1
35,0,0,2,0.711,3.25,1
35,0,0,5,0.449,3.15,1
35,1,0,2,0.709,3.15,0
35,0,0,2,0.364,3.25,1
35,0,0,6,0.377,3.25,1
35,1,0,6,0.327,3.15,0
35,1,0,4,0.402,3.25,0
35,0,0,5,0.543,3.35,1
35,1,1,6,0.476,3.35,1
35,1,1,6,0.382,3.25,1
35,1,0,1,0.937,3.25,0
35,1,1,6,0.579,3.35,1
35,1,0,6,0.379,3.35,0
35,1,1,6,0.349,3.45,1
35,1,1,6,0.279,3.45,1
35,0,0,4,0.489,3.35,1
35,0,1,2,0.582,3.35,0
35,1,1,2,0.665,3.45,1
35,0,0,2,0.822,3.45,1
35,1,1,5,0.494,3.35,1
35,0,0,6,0.362,3.35,1
35,1,0,3,0.624,3.25,0
35,0,0,3,0.503,3.35,1
35,0,0,5,0.418,3.35,1
35,0,0,4,0.372,3.25,1
35,0,0,2,0.761,3.25,1
35,1,0,4,0.582,3.15,0
35,1,1,4,0.49,3.25,1
35,1,0,5,0.462,3.25,0
35,0,0,5,0.431,3.35,1
35,1,1,5,0.351,3.35,1
35,1,1,5,0.343,3.25,1
35,0,0,5,0.874,3.25,1
35,1,1,6,0.436,3.15,1
35,1,1,6,0.384,3.15,1
35,0,1,3,0.419,3.05,0
35,0,1,2,0.32,3.15,0
35,0,0,5,0.395,3.25,1
35,1,1,2,0.372,3.25,1
35,1,0,5,0.286,3.15,0
35,1,0,2,0.404,3.25,0
35,0,0,5,0.336,3.35,1
35,0,0,1,0.319,3.35,1
35,0,0,1,0.507,3.25,1
35,1,0,2,0.831,3.25,0
35,0,0,5,0.419,3.35,1
35,0,0,5,0.321,3.35,1
35,1,1,2,0.38,3.25,1
35,1,1,5,0.407,3.25,1
36,0,0,4,0.521,4.65,1
36,0,0,5,0.436,4.55,1
36,1,1,5,0.683,4.55,1
36,1,1,5,0.651,4.45,1
36,1,0,5,0.518,4.45,0
36,1,1,5,0.401,4.55,1
36,1,1,5,0.677,4.55,1
36,1,0,5,0.671,4.45,0
36,0,0,5,0.319,4.55,1
36,1,1,5,0.604,4.55,1
36,0,0,5,0.375,4.45,1
36,0,0,5,0.95,4.45,1
36,1,1,5,0.571,4.35,1
36,1,1,5,0.557,4.35,1
36,0,0,5,0.409,4.25,1
36,1,1,5,0.52,4.25,1
36,0,0,5,0.488,4.15,1
36,0,1,4,0.838,4.15,0
36,0,0,5,0.345,4.25,1
36,1,0,5,0.494,4.25,0
36,1,1,5,0.659,4.35,1
36,0,0,5,0.687,4.35,1
36,0,0,5,0.308,4.25,1
36,1,1,5,0.475,4.25,1
36,0,0,5,0.449,4.15,1
36,1,1,5,0.344,4.15,1
36,1,1,5,0.525,4.05,1
36,1,1,5,0.571,4.05,1
36,1,0,5,0.464,3.95,0
36,0,0,4,0.318,4.05,1
36,0,0,5,0.44,4.05,1
36,0,0,5,0.47,3.95,1
36,1,1,4,0.471,3.95,1
36,0,0,4,0.551,3.85,1
36,1,1,4,0.667,3.85,1
36,0,0,5,0.327,3.75,1
36,1,0,5,0.407,3.75,0
36,0,1,5,0.522,3.85,0
36,1,1,5,0.502,3.95,1
36,0,1,4,0.754,3.95,0
36,1,1,5,0.569,4.05,1
36,1,0,5,0.365,4.05,0
36,0,0,5,0.409,4.15,1
36,0,0,4,0.498,4.15,1
36,1,1,4,0.536,4.05,1
36,1,1,5,0.584,4.05,1
36,1,1,5,0.502,3.95,1
36,1,1,5,0.506,3.95,1
36,1,1,5,0.652,3.85,1
36,1,0,4,0.22,3.85,0
36,0,0,5,0.368,3.95,1
36,1,0,5,0.538,3.95,0
36,0,0,5,0.248,4.05,1
36,0,0,5,0.179,4.05,1
36,1,0,5,0.233,3.95,0
36,1,1,5,0.227,4.05,1
36,0,0,5,0.26,4.05,1
36,1,1,5,0.475,3.95,1
36,0,1,5,0.421,3.95,0
36,0,0,5,0.448,4.05,1
36,0,0,5,0.334,4.05,1
36,1,1,5,0.256,3.95,1
36,1,1,5,0.452,3.95,1
36,0,0,4,0.296,3.85,1
36,0,0,5,0.387,3.85,1
36,1,1,5,0.247,3.75,1
36,0,1,5,0.418,3.75,0
36,1,1,5,0.426,3.85,1
36,1,0,5,0.413,3.85,0
36,1,0,4,0.535,3.95,0
36,1,1,5,0.266,4.05,1
36,0,0,5,0.401,4.05,1
36,0,0,5,0.355,3.95,1
36,0,0,4,0.159,3.95,1
36,1,1,5,0.368,3.85,1
36,0,0,5,0.278,3.85,1
36,1,1,5,0.318,3.75,1
36,0,0,5,0.274,3.75,1
36,1,1,4,0.614,3.65,1
36,0,0,5,0.43,3.65,1
36,1,1,5,0.459,3.55,1
36,0,0,5,0.483,3.55,1
36,1,1,5,0.367,3.45,1
36,1,0,5,0.363,3.45,0
36,0,0,5,0.344,3.55,1
36,0,1,5,0.446,3.55,0
36,1,1,5,0.37,3.65,1
36,1,1,5,0.212,3.65,1
36,1,1,1,0.605,3.55,1
36,1,0,5,1.202,3.55,0
36,1,1,5,0.441,3.65,1
36,1,1,5,0.321,3.65,1
36,0,1,5,0.306,3.55,0
36,1,1,5,0.456,3.65,1
36,0,1,5,0.33,3.65,0
36,0,1,5,0.554,3.75,0
36,1,1,5,0.317,3.85,1
36,1,1,5,0.376,3.85,1
36,0,0,4,0.569,3.75,1
36,1,1,5,0.367,3.75,1
36,0,1,4,1.736,3.65,0
36,0,0,4,0.336,3.75,1
36,0,0,5,0.502,3.75,1
36,1,1,5,0.488,3.65,1
36,1,1,5,0.446,3.65,1
36,0,0,5,0.26,3.55,1
36,0,1,5,0.503,3.55,0
36,1,1,5,0.223,3.65,1
36,0,0,5,0.419,3.65,1
36,1,1,5,0.37,3.55,1
36,1,1,5,0.396,3.55,1
36,1,1,4,0.238,3.45,1
36,1,1,5,0.5,3.45,1
36,0,1,5,0.24,3.35,0
36,0,0,5,0.311,3.45,1
36,0,1,5,0.361,3.45,0
36,1,1,5,0.3,3.55,1
36,0,0,5,0.356,3.55,1
36,1,1,5,0.227,3.45,1
36,0,1,5,0.43,3.45,0
36,1,1,5,0.276,3.55,1
36,0,0,5,0.409,3.55,1
36,1,1,5,0.206,3.45,1
36,0,0,5,0.609,3.45,1
36,1,1,5,0.276,3.35,1
36,1,0,5,0.505,3.35,0
36,0,0,5,0.327,3.45,1
36,0,0,5,0.24,3.45,1
36,1,1,5,0.292,3.35,1
36,1,0,5,0.508,3.35,0
36,1,1,5,0.279,3.45,1
36,1,0,5,0.267,3.45,0
36,1,1,5,0.491,3.55,1
36,1,1,5,0.424,3.55,1
36,0,1,5,0.352,3.45,0
36,1,1,5,0.411,3.55,1
36,0,1,5,0.332,3.55,0
36,0,0,5,0.52,3.65,1
36,1,1,5,0.332,3.65,1
36,1,1,5,0.222,3.55,1
36,0,0,5,0.6,3.55,1
36,1,1,5,0.283,3.45,1
36,0,1,5,0.337,3.45,0
36,0,0,5,0.305,3.55,1
36,0,1,5,0.344,3.55,0
36,1,0,3,0.279,3.65,0
36,1,1,5,0.393,3.75,1
36,0,0,5,0.444,3.75,1
36,0,1,5,0.491,3.65,0
36,1,0,5,0.463,3.75,0
36,0,0,5,0.348,3.85,1
36,1,1,5,0.26,3.85,1
36,1,1,5,0.277,3.75,1
36,1,1,5,0.277,3.75,1
36,1,1,5,0.312,3.65,1
36,0,1,5,0.359,3.65,0
36,0,1,5,0.225,3.75,0
36,0,0,5,0.479,3.85,1
36,1,1,5,0.307,3.85,1
36,0,0,5,0.36,3.75,1
36,1,1,5,0.346,3.75,1
36,0,0,4,0.305,3.65,1
36,1,1,5,0.209,3.65,1
36,0,1,5,0.076,3.55,0
36,1,1,5,0.163,3.65,1
36,0,1,5,0.328,3.65,0
36,1,0,5,0.417,3.75,0
36,1,1,5,0.264,3.85,1
36,0,1,5,0.268,3.85,0
36,0,0,5,0.286,3.95,1
36,1,1,5,0.239,3.95,1
36,1,1,5,0.235,3.85,1
36,1,1,5,0.188,3.85,1
36,1,1,5,0.41,3.75,1
36,1,0,5,0.356,3.75,0
36,1,1,5,0.22,3.85,1
36,0,1,5,0.145,3.85,0
36,1,0,4,0.766,3.95,0
36,0,0,5,0.382,4.05,1
36,0,1,5,0.314,4.05,0
36,1,1,5,0.191,4.15,1
36,1,1,5,0.182,4.15,1
36,0,0,5,0.319,4.05,1
36,1,1,5,0.172,4.05,1
36,0,0,5,0.305,3.95,1
36,0,0,5,0.47,3.95,1
36,0,0,5,0.321,3.85,1
36,1,1,5,0.336,3.85,1
36,1,1,5,0.192,3.75,1
36,0,0,5,0.352,3.75,1
36,0,0,5,0.551,3.65,1
36,1,1,5,0.257,3.65,1
36,0,0,5,0.284,3.55,1
36,1,1,5,0.269,3.55,1
36,1,1,5,0.273,3.45,1
36,1,1,5,0.113,3.45,1
36,1,1,5,0.144,3.35,1
36,0,1,5,0.237,3.35,0
36,0,0,5,0.425,3.45,1
36,0,0,5,0.259,3.45,1
36,1,1,5,0.366,3.35,1
36,0,0,5,0.472,3.35,1
36,1,1,5,0.381,3.25,1
36,0,1,5,0.327,3.25,0
36,1,1,5,0.405,3.35,1
36,0,1,5,0.432,3.35,0
36,1,1,5,0.4,3.45,1
36,0,0,5,0.465,3.45,1
36,1,1,5,0.264,3.35,1
36,1,1,5,0.243,3.35,1
37,0,0,3,0.279,4.15,1
37,0,0,3,0.287,4.15,1
37,0,0,6,0.448,4.05,1
37,1,1,5,0.788,4.05,1
37,1,0,5,0.424,3.95,0
37,0,0,5,0.449,4.05,1
37,1,1,5,0.469,4.05,1
37,0,0,4,0.378,3.95,1
37,1,0,3,0.501,3.95,0
37,0,0,4,0.45,4.05,1
37,1,1,3,0.333,4.05,1
37,0,0,4,0.446,3.95,1
37,1,1,4,0.52,3.95,1
37,0,0,3,0.367,3.85,1
37,0,0,4,0.556,3.85,1
37,1,1,4,0.724,3.75,1
37,1,1,3,1.094,3.75,1
37,0,0,4,0.484,3.65,1
37,1,1,6,0.677,3.65,1
37,0,0,2,0.417,3.55,1
37,0,0,4,0.532,3.55,1
37,0,0,4,0.512,3.45,1
37,1,1,5,0.437,3.45,1
37,1,1,5,0.562,3.35,1
37,0,0,4,0.367,3.35,1
37,1,1,4,0.389,3.25,1
37,1,1,5,0.421,3.25,1
37,1,0,4,0.408,3.15,0
37,1,1,4,0.325,3.25,1
37,1,1,6,0.482,3.25,1
37,1,1,6,0.249,3.15,1
37,0,0,5,0.508,3.15,1
37,0,0,4,0.427,3.05,1
37,1,0,3,1.279,3.05,0
37,0,1,4,0.532,3.15,0
37,1,1,2,0.612,3.25,1
37,0,1,4,0.545,3.25,0
37,1,1,4,1.629,3.35,1
37,1,1,4,0.532,3.35,1
37,1,1,5,0.538,3.25,1
37,0,1,3,0.534,3.25,0
37,1,1,4,0.503,3.35,1
37,0,0,2,0.448,3.35,1
37,0,1,2,0.368,3.25,0
37,0,1,3,0.968,3.35,0
37,1,1,3,0.391,3.45,1
37,1,0,2,1.4,3.45,0
37,0,0,4,0.615,3.55,1
37,1,1,2,0.409,3.55,1
37,0,1,4,0.604,3.45,0
37,1,1,5,0.459,3.55,1
37,0,1,4,0.455,3.55,0
37,1,1,3,0.397,3.65,1
37,0,1,4,0.324,3.65,0
37,1,1,5,0.408,3.75,1
37,0,0,4,0.482,3.75,1
37,0,0,2,0.507,3.65,1
37,1,0,2,0.378,3.65,0
37,1,1,3,0.604,3.75,1
37,0,0,4,0.467,3.75,1
37,1,0,3,0.428,3.65,0
37,0,1,2,0.516,3.75,0
37,0,0,3,0.69,3.85,1
37,0,0,4,0.463,3.85,1
37,1,1,3,0.689,3.75,1
37,1,0,1,2.975,3.75,0
37,0,0,3,0.517,3.85,1
37,1,1,3,0.556,3.85,1
37,1,1,4,0.606,3.75,1
37,1,1,3,0.613,3.75,1
37,1,1,4,0.44,3.65,1
37,1,1,3,0.592,3.65,1
37,1,1,2,0.677,3.55,1
37,0,0,3,0.48,3.55,1
37,0,0,2,0.344,3.45,1
37,1,1,4,0.362,3.45,1
37,0,0,3,0.352,3.35,1
37,1,1,2,0.554,3.35,1
37,0,0,5,0.429,3.25,1
37,1,1,3,0.617,3.25,1
37,1,1,2,0.296,3.15,1
37,1,1,3,0.633,3.15,1
37,0,1,2,0.339,3.05,0
37,1,1,1,44.495,3.15,1
37,0,1,5,0.343,3.15,0
37,0,0,4,0.595,3.25,1
37,0,0,3,0.623,3.25,1
37,1,1,4,0.59,3.15,1
37,1,1,3,0.432,3.15,1
37,0,1,3,0.576,3.05,0
37,1,1,4,0.379,3.15,1
37,0,1,5,0.324,3.15,0
37,1,1,4,0.344,3.25,1
37,0,1,4,0.367,3.25,0
37,1,1,5,0.291,3.35,1
37,0,1,5,0.315,3.35,0
37,1,1,5,0.338,3.45,1
37,0,1,5,0.342,3.45,0
37,0,1,5,0.336,3.55,0
37,1,1,4,0.504,3.65,1
37,1,1,4,0.277,3.65,1
37,0,1,4,0.88,3.55,0
37,1,1,4,0.424,3.65,1
37,0,0,4,0.442,3.65,1
37,0,0,1,28.474,3.55,1
37,0,0,4,1.075,3.55,1
37,1,0,4,0.807,3.45,0
37,1,1,6,0.316,3.55,1
37,0,1,2,3.88,3.55,0
37,1,0,2,2.536,3.65,0
37,1,1,4,0.254,3.75,1
37,1,0,4,0.504,3.75,0
37,1,1,5,0.369,3.85,1
37,1,0,5,0.848,3.85,0
37,1,1,6,0.555,3.95,1
37,0,0,5,0.451,3.95,1
37,0,0,5,0.309,3.85,1
37,1,0,4,0.669,3.85,0
37,0,0,5,0.43,3.95,1
37,1,1,6,0.335,3.95,1
37,0,0,5,0.308,3.85,1
37,1,1,5,0.337,3.85,1
37,1,1,6,0.482,3.75,1
37,1,1,2,0.529,3.75,1
37,0,1,5,0.401,3.65,0
37,1,1,5,0.319,3.75,1
37,0,1,3,0.5,3.75,0
37,0,0,5,0.404,3.85,1
37,0,0,4,0.336,3.85,1
37,1,1,3,0.347,3.75,1
37,1,1,4,1.408,3.75,1
37,0,1,3,0.574,3.65,0
37,1,1,5,0.42,3.75,1
37,0,0,4,0.41,3.75,1
37,1,1,3,0.648,3.65,1
37,0,0,2,0.326,3.65,1
