Subj_idx,Stimulus,Response,Confidence,RT_dec,Accuracy,nbrA,CA,IA,prmt,mt,Apmt,EMGtrial,force,EMG,Gender,age,RT_conf,Block,Trial
13,2,2,4,0.537597656,1,1,1,0,432.6171875,104.9804688,0.432617188,C,1.258655231,1,H,23,NaN,6,35
13,2,2,3,0.594726563,1,1,1,0,502.9296875,91.796875,0.502929688,C,1.455505196,1,H,23,NaN,6,36
13,1,1,2,0.581542969,1,1,1,0,488.28125,93.26171875,0.48828125,C,1.085042908,1,H,23,NaN,6,37
13,2,2,3,0.448730469,1,1,1,0,346.6796875,102.0507813,0.346679688,C,1.373017711,1,H,23,NaN,6,38
13,2,2,3,0.529296875,1,2,1,1,420.8984375,108.3984375,0.463378906,C,1.161430248,1,H,23,NaN,6,39
13,1,1,1,0.700195313,1,2,1,1,589.84375,110.3515625,0.25,I C,1.066642911,1,H,23,NaN,6,40
13,2,2,3,0.556640625,1,1,1,0,427.734375,128.90625,0.427734375,C,1.020492774,1,H,23,NaN,6,41
13,2,2,2,0.447265625,1,2,1,1,325.1953125,122.0703125,0.29296875,I C,1.165892748,1,H,23,NaN,6,42
13,1,2,2,0.435546875,0,1,0,1,307.6171875,127.9296875,0.307617188,I,1.188130244,1,H,23,NaN,6,43
13,1,2,3,0.355957031,0,2,1,1,226.5625,129.3945313,0.224609375,C I,1.080642763,1,H,23,NaN,6,44
13,2,1,1,0.555664063,0,3,1,2,467.7734375,87.890625,0.181152344,C I I,1.171692892,1,H,23,NaN,6,45
13,1,2,1,0.280761719,0,1,0,1,131.3476563,149.4140625,0.131347656,I,1.023767773,1,H,23,NaN,6,46
13,1,2,1,0.458007813,0,1,0,1,352.5390625,105.46875,0.352539063,I,1.276280228,1,H,23,NaN,6,47
13,2,2,3,0.396972656,1,2,1,1,250.9765625,145.9960938,0.211914063,I C,1.124855255,1,H,23,NaN,6,48
13,2,2,3,0.476074219,1,1,1,0,395.9960938,80.078125,0.395996094,C,1.327517719,1,H,23,NaN,6,49
13,2,2,2,0.340820313,1,1,1,0,189.453125,151.3671875,0.189453125,C,1.09688026,1,H,23,NaN,6,50
13,1,2,3,0.416015625,0,1,0,1,324.7070313,91.30859375,0.324707031,I,1.48794269,1,H,23,NaN,6,51
13,2,2,3,0.426269531,1,1,1,0,346.6796875,79.58984375,0.346679688,C,1.478730192,1,H,23,NaN,6,52
13,1,2,2,0.454101563,0,1,0,1,366.6992188,87.40234375,0.366699219,I,1.520392684,1,H,23,NaN,6,53
13,2,2,2,0.366210938,1,1,1,0,269.53125,96.6796875,0.26953125,C,1.419092702,1,H,23,NaN,6,54
13,1,1,1,0.71875,1,1,1,0,581.0546875,137.6953125,0.581054688,C,1.119555402,1,H,23,NaN,6,55
13,2,2,3,0.615722656,1,1,1,0,431.1523438,184.5703125,0.431152344,C,1.118367756,1,H,23,NaN,6,56
13,1,1,3,0.596679688,1,1,1,0,499.5117188,97.16796875,0.499511719,C,1.201517887,1,H,23,NaN,6,57
13,2,2,4,0.473632813,1,1,1,0,369.140625,104.4921875,0.369140625,C,1.283792727,1,H,23,NaN,6,58
13,2,2,4,0.495605469,1,1,1,0,406.7382813,88.8671875,0.406738281,C,1.593617671,1,H,23,NaN,6,59
13,1,2,2,0.561035156,0,1,0,1,368.1640625,192.8710938,0.368164063,I,1.011142775,1,H,23,NaN,6,60
13,2,2,4,0.490234375,1,1,1,0,378.4179688,111.8164063,0.378417969,C,1.062555266,1,H,23,NaN,6,61
13,2,2,4,0.641113281,1,1,1,0,498.5351563,142.578125,0.498535156,C,1.062830266,1,H,23,NaN,6,62
13,2,2,3,0.597167969,1,1,1,0,469.7265625,127.4414063,0.469726563,C,1.125417755,1,H,23,NaN,6,63
13,1,2,1,0.826660156,0,1,0,1,653.8085938,172.8515625,0.653808594,I,1.074817764,1,H,23,NaN,6,64
13,2,2,2,0.478027344,1,1,1,0,384.2773438,93.75,0.384277344,C,1.304005223,1,H,23,NaN,6,65
13,1,2,1,0.439941406,0,1,0,1,313.4765625,126.4648438,0.313476563,I,1.080630263,1,H,23,NaN,6,66
13,2,2,3,0.26171875,1,1,1,0,149.9023438,111.8164063,0.149902344,C,1.011167775,1,H,23,NaN,6,67
13,1,2,0,0.295898438,0,1,0,1,186.0351563,109.8632813,0.186035156,I,1.028980272,1,H,23,NaN,6,68
13,2,2,3,0.416503906,1,1,1,0,322.265625,94.23828125,0.322265625,C,1.309605222,1,H,23,NaN,6,69
13,1,2,3,0.49609375,0,1,0,1,397.9492188,98.14453125,0.397949219,I,1.235242735,1,H,23,NaN,6,70
13,2,2,1,0.678222656,1,1,1,0,562.5,115.7226563,0.5625,C,1.213942739,1,H,23,NaN,7,1
13,2,2,1,0.377441406,1,1,1,0,236.8164063,140.625,0.236816406,C,1.259067731,1,H,23,NaN,7,2
13,1,2,0,0.553710938,0,1,0,1,401.8554688,151.8554688,0.401855469,I,1.226967737,1,H,23,NaN,7,3
13,2,2,2,0.477050781,1,1,1,0,369.6289063,107.421875,0.369628906,C,1.278942727,1,H,23,NaN,7,4
13,1,1,2,0.611816406,1,1,1,0,488.7695313,123.046875,0.488769531,C,0.978242927,1,H,23,NaN,7,5
13,2,2,4,0.446777344,1,1,1,0,367.1875,79.58984375,0.3671875,C,1.630042665,1,H,23,NaN,7,6
13,1,2,4,0.3515625,0,1,0,1,274.4140625,77.1484375,0.274414063,I,1.531355182,1,H,23,NaN,7,7
13,1,1,3,0.678710938,1,3,2,1,500.9765625,177.734375,0.259277344,C I C,0.998042923,1,H,23,NaN,7,8
13,2,2,4,0.388183594,1,1,1,0,311.0351563,77.1484375,0.311035156,C,1.477042692,1,H,23,NaN,7,9
13,1,1,2,0.539550781,1,1,1,0,423.828125,115.7226563,0.423828125,C,1.137167898,1,H,23,NaN,7,10
13,1,1,1,0.891601563,1,3,1,2,796.875,94.7265625,0.336425781,I I C,1.161930394,1,H,23,NaN,7,11
13,2,2,2,0.606933594,1,1,1,0,467.7734375,139.1601563,0.467773438,C,1.347142715,1,H,23,NaN,7,12
13,2,1,2,0.979980469,0,3,2,1,887.6953125,92.28515625,0.55078125,C C I,1.288980371,1,H,23,NaN,7,13
13,1,1,0,1.230957031,1,5,2,3,1129.882813,101.0742188,0.452636719,I I I C C,1.337480363,1,H,23,NaN,7,14
13,1,1,1,0.815429688,1,4,3,1,688.4765625,126.953125,0.094238281,C C I C,1.089430407,1,H,23,NaN,7,15
13,2,2,4,0.459960938,1,2,2,0,375,84.9609375,0.239746094,C C,1.424780201,1,H,23,NaN,7,16
13,1,1,2,0.714355469,1,2,2,0,614.2578125,100.0976563,0.490234375,C C,1.170280393,1,H,23,NaN,7,17
13,2,2,2,0.795410156,1,2,1,1,712.4023438,83.0078125,0.389160156,I C,1.215242739,1,H,23,NaN,7,18
13,2,2,4,0.421875,1,1,1,0,332.03125,89.84375,0.33203125,C,1.292030225,1,H,23,NaN,7,19
13,1,2,3,0.66796875,0,3,1,2,580.5664063,87.40234375,0.28515625,C I I,1.277117728,1,H,23,NaN,7,20
13,1,1,1,0.858398438,1,2,1,1,722.65625,135.7421875,0.626464844,I C,1.058217913,1,H,23,NaN,7,21
13,1,1,2,0.751953125,1,1,1,0,647.9492188,104.0039063,0.647949219,C,0.987405425,1,H,23,NaN,7,22
13,1,1,2,0.810546875,1,1,1,0,708.984375,101.5625,0.708984375,C,1.059242912,1,H,23,NaN,7,23
13,2,2,4,0.596191406,1,1,1,0,504.8828125,91.30859375,0.504882813,C,1.60143017,1,H,23,NaN,7,24
13,1,2,4,0.441894531,0,2,0,2,326.6601563,115.234375,0.25,I I,1.337330217,1,H,23,NaN,7,25
13,2,1,0,0.807128906,0,2,0,2,656.7382813,150.390625,0.34765625,I I,0.916317938,1,H,23,NaN,7,26
13,1,2,2,0.721679688,0,2,0,2,562.0117188,159.6679688,0.486328125,I I,1.125305255,1,H,23,NaN,7,27
13,2,2,2,0.592285156,1,1,1,0,460.4492188,131.8359375,0.460449219,C,1.113742757,1,H,23,NaN,7,28
13,1,1,2,0.841796875,1,1,1,0,698.2421875,143.5546875,0.698242188,C,1.033455417,1,H,23,NaN,7,29
13,1,2,3,0.773925781,0,1,0,1,599.1210938,174.8046875,0.599121094,I,1.073267764,1,H,23,NaN,7,30
13,2,2,3,0.51953125,1,2,2,0,409.1796875,110.3515625,0.289550781,C C,1.173405246,1,H,23,NaN,7,31
13,2,2,4,0.669921875,1,2,2,0,574.7070313,95.21484375,0.281738281,C C,1.076792764,1,H,23,NaN,7,32
13,1,2,3,0.437988281,0,1,0,1,360.3515625,77.63671875,0.360351563,I,1.389142708,1,H,23,NaN,7,33
13,1,2,2,0.783691406,0,3,0,3,713.3789063,70.3125,0.211425781,I I I,1.836330128,1,H,23,NaN,7,34
13,2,2,3,0.251953125,1,1,1,0,168.9453125,83.0078125,0.168945313,C,1.297305224,1,H,23,NaN,7,35
13,2,2,3,0.286621094,1,2,1,1,177.734375,108.8867188,0.195800781,C,1.405592705,1,H,23,NaN,7,36
13,2,2,1,0.689941406,1,2,2,0,580.5664063,109.375,0.362792969,C C,1.290717725,1,H,23,NaN,7,37
13,2,2,2,0.412597656,1,1,1,0,339.84375,72.75390625,0.33984375,C,1.871117622,1,H,23,NaN,7,38
13,1,1,3,0.541992188,1,3,3,0,438.9648438,103.0273438,0.167480469,C C C,1.161530394,1,H,23,NaN,7,39
13,2,2,4,0.319335938,1,1,1,0,238.7695313,80.56640625,0.238769531,C,1.480305191,1,H,23,NaN,7,40
13,2,1,0,0.401855469,0,3,1,2,251.953125,149.9023438,0.143066406,I C I,0.870367946,1,H,23,NaN,7,41
13,2,2,4,0.434082031,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,H,23,NaN,7,42
13,2,2,4,0.381347656,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,H,23,NaN,7,43
13,2,2,3,0.456054688,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,H,23,NaN,7,44
13,2,2,3,0.331054688,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,H,23,NaN,7,45
13,2,2,3,0.482421875,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,H,23,NaN,7,46
13,2,2,2,0.616699219,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,H,23,NaN,7,47
13,2,2,3,0.262207031,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,H,23,NaN,7,48
13,1,1,2,0.636230469,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,H,23,NaN,7,49
13,1,2,1,1.072753906,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,H,23,NaN,7,50
13,1,1,1,0.786132813,1,2,1,1,684.5703125,101.5625,0.442382813,I C,1.18491789,1,H,23,NaN,7,51
13,1,1,4,0.4921875,1,1,1,0,409.1796875,83.0078125,0.409179688,C,1.396830352,1,H,23,NaN,7,52
13,2,2,4,0.506835938,1,2,1,1,428.2226563,78.61328125,0.223144531,I C,1.491267689,1,H,23,NaN,7,53
13,1,1,2,0.56640625,1,1,1,0,323.2421875,243.1640625,0.323242188,C,1.095417906,1,H,23,NaN,7,54
13,2,1,1,0.795410156,0,3,0,3,724.609375,70.80078125,0.550292969,I I I,1.172167892,1,H,23,NaN,7,55
13,1,2,2,0.600585938,0,2,1,1,515.625,84.9609375,0.476074219,C I,1.436717699,1,H,23,NaN,7,56
13,2,2,3,0.451660156,1,1,1,0,371.5820313,80.078125,0.371582031,C,1.515930185,1,H,23,NaN,7,57
13,2,2,3,0.397949219,1,1,1,0,327.6367188,70.3125,0.327636719,C,1.744042644,1,H,23,NaN,7,58
13,1,2,2,0.470214844,0,1,0,1,388.1835938,82.03125,0.388183594,I,1.732217646,1,H,23,NaN,7,59
13,1,2,0,0.698242188,0,2,0,2,632.8125,65.4296875,0.463378906,I I,2.127842576,1,H,23,NaN,7,60
13,1,2,3,0.474121094,0,1,0,1,402.34375,71.77734375,0.40234375,I,1.781180138,1,H,23,NaN,7,61
13,2,2,1,0.445800781,1,1,1,0,373.046875,72.75390625,0.373046875,C,1.791255136,1,H,23,NaN,7,62
13,1,1,1,1.329589844,1,2,1,1,1196.289063,133.3007813,1.160644531,I C,1.189030389,1,H,23,NaN,7,63
13,1,2,2,0.538085938,0,1,0,1,451.171875,86.9140625,0.451171875,I,1.511155186,1,H,23,NaN,7,64
13,2,2,3,0.598632813,1,1,1,0,512.2070313,86.42578125,0.512207031,C,1.956317606,1,H,23,NaN,7,65
13,2,2,3,0.391601563,1,1,1,0,318.359375,73.2421875,0.318359375,C,1.726242647,1,H,23,NaN,7,66
13,2,2,2,0.546875,1,1,1,0,453.125,93.75,0.453125,C,1.313342721,1,H,23,NaN,7,67
13,1,1,1,0.612792969,1,1,1,0,484.8632813,127.9296875,0.484863281,C,0.940155434,1,H,23,NaN,7,68
13,1,1,2,0.647949219,1,1,1,0,545.4101563,102.5390625,0.545410156,C,1.087505407,1,H,23,NaN,7,69
13,1,1,2,0.662597656,1,1,1,0,585.9375,76.66015625,0.5859375,C,1.24210538,1,H,23,NaN,7,70
13,2,2,3,0.560058594,1,1,1,0,476.0742188,83.984375,0.476074219,C,1.280392727,1,H,23,NaN,8,1
13,2,2,3,0.43359375,1,1,1,0,347.65625,85.9375,0.34765625,C,1.304592723,1,H,23,NaN,8,2
13,2,2,3,0.411132813,1,2,1,1,282.2265625,128.90625,0.146484375,I C,1.056717767,1,H,23,NaN,8,3
13,2,2,2,0.533691406,1,3,1,2,388.1835938,145.5078125,0.217773438,I C,1.339117717,1,H,23,NaN,8,4
13,1,1,2,0.658691406,1,4,3,1,584.4726563,74.21875,0.041503906,I C C C,1.403530351,1,H,23,NaN,8,5
13,2,2,3,0.494140625,1,3,1,2,399.9023438,94.23828125,0.134765625,I I C,1.285342726,1,H,23,NaN,8,6
13,1,1,3,0.579589844,1,3,2,1,436.5234375,143.0664063,0.067382813,I C C,1.091980407,1,H,23,NaN,8,7
13,1,1,3,0.505859375,1,1,1,0,403.8085938,102.0507813,0.403808594,C,1.134667899,1,H,23,NaN,8,8
13,2,1,2,0.991699219,0,1,0,1,874.5117188,117.1875,0.874511719,I,1.008767921,1,H,23,NaN,8,9
13,1,2,2,0.728027344,0,1,0,1,626.4648438,101.5625,0.626464844,I,1.166080248,1,H,23,NaN,8,10
13,1,2,0,0.523925781,0,1,0,1,436.0351563,87.890625,0.436035156,I,1.32281772,1,H,23,NaN,8,11
13,2,2,2,0.680175781,1,1,1,0,449.7070313,230.46875,0.449707031,C,1.017005274,1,H,23,NaN,8,12
13,2,2,4,0.520996094,1,1,1,0,464.3554688,56.640625,0.464355469,C,2.177205067,1,H,23,NaN,8,13
13,2,2,2,0.420410156,1,2,1,1,247.0703125,173.3398438,0.302734375,C,1.135767753,1,H,23,NaN,8,14
13,2,2,4,0.608886719,1,2,1,1,501.4648438,107.421875,0.555175781,C,1.20966774,1,H,23,NaN,8,15
13,1,2,3,0.491210938,0,1,0,1,393.0664063,98.14453125,0.393066406,I,1.254442732,1,H,23,NaN,8,16
13,2,2,3,0.418945313,1,1,1,0,337.890625,81.0546875,0.337890625,C,1.461767695,1,H,23,NaN,8,17
13,2,2,3,0.523925781,1,1,1,0,422.8515625,101.0742188,0.422851563,C,1.15241775,1,H,23,NaN,8,18
13,1,1,3,0.671875,1,1,1,0,547.8515625,124.0234375,0.547851563,C,1.000630423,1,H,23,NaN,8,19
13,2,2,2,0.874023438,1,1,1,0,740.7226563,133.3007813,0.740722656,C,1.081355263,1,H,23,NaN,8,20
13,1,1,3,0.586914063,1,1,1,0,466.796875,120.1171875,0.466796875,C,1.028405418,1,H,23,NaN,8,21
13,2,2,4,0.381347656,1,1,1,0,294.4335938,86.9140625,0.294433594,C,1.632180164,1,H,23,NaN,8,22
13,1,1,2,0.640625,1,1,1,0,498.5351563,142.0898438,0.498535156,C,1.009980421,1,H,23,NaN,8,23
13,2,2,3,0.568847656,1,1,1,0,457.5195313,111.328125,0.457519531,C,1.278817727,1,H,23,NaN,8,24
13,2,2,4,0.485351563,1,1,1,0,378.4179688,106.9335938,0.378417969,C,1.401892705,1,H,23,NaN,8,25
13,2,2,4,0.805175781,1,1,1,0,660.15625,145.0195313,0.66015625,C,1.134580253,1,H,23,NaN,8,26
13,1,1,2,0.69140625,1,3,3,0,543.9453125,147.4609375,0.317382813,C C C,0.976517927,1,H,23,NaN,8,27
13,2,1,0,0.678710938,0,2,0,2,562.9882813,115.7226563,0.435058594,I I,0.979755427,1,H,23,NaN,8,28
13,1,1,3,0.791992188,1,2,1,1,700.1953125,91.796875,0.569824219,I C,1.077955409,1,H,23,NaN,8,29
13,2,2,4,0.529296875,1,1,1,0,429.6875,99.609375,0.4296875,C,1.341417716,1,H,23,NaN,8,30
13,1,1,4,0.761230469,1,1,1,0,654.7851563,106.4453125,0.654785156,C,0.977430427,1,H,23,NaN,8,31
13,2,2,4,0.463378906,1,1,1,0,373.5351563,89.84375,0.373535156,C,1.407392704,1,H,23,NaN,8,32
13,1,1,4,0.497070313,1,1,1,0,306.1523438,190.9179688,0.306152344,C,1.07293041,1,H,23,NaN,8,33
13,2,2,4,0.467285156,1,1,1,0,376.4648438,90.8203125,0.376464844,C,1.408955204,1,H,23,NaN,8,34
13,2,2,4,0.51953125,1,1,1,0,414.5507813,104.9804688,0.414550781,C,1.334892717,1,H,23,NaN,8,35
13,2,2,4,0.57421875,1,1,1,0,459.4726563,114.7460938,0.459472656,C,1.190055243,1,H,23,NaN,8,36
13,1,1,4,0.4453125,1,1,1,0,345.703125,99.609375,0.345703125,C,1.330367864,1,H,23,NaN,8,37
13,1,2,4,0.639648438,0,1,0,1,514.1601563,125.4882813,0.514160156,I,1.023205273,1,H,23,NaN,8,38
13,1,1,4,0.540527344,1,1,1,0,451.171875,89.35546875,0.451171875,C,1.121005401,1,H,23,NaN,8,39
13,2,2,4,0.525878906,1,1,1,0,413.5742188,112.3046875,0.413574219,C,1.100092759,1,H,23,NaN,8,40
13,2,2,4,0.633789063,1,1,1,0,545.4101563,88.37890625,0.545410156,C,1.176267746,1,H,23,NaN,8,41
13,1,1,1,0.89453125,1,3,3,0,809.0820313,85.44921875,0.319824219,C C C,1.082917908,1,H,23,NaN,8,42
13,2,2,4,0.541015625,1,1,1,0,444.8242188,96.19140625,0.444824219,C,1.304555223,1,H,23,NaN,8,43
13,1,1,3,0.529785156,1,1,1,0,439.9414063,89.84375,0.439941406,C,1.095805406,1,H,23,NaN,8,44
13,1,2,3,0.581542969,0,1,0,1,487.7929688,93.75,0.487792969,I,1.269330229,1,H,23,NaN,8,45
13,2,2,3,0.804199219,1,1,1,0,602.5390625,201.6601563,0.602539063,C,1.224792737,1,H,23,NaN,8,46
13,1,1,3,0.759277344,1,1,1,0,562.9882813,196.2890625,0.562988281,C,1.076455409,1,H,23,NaN,8,47
13,2,2,3,0.517089844,1,1,1,0,422.8515625,94.23828125,0.422851563,C,1.303542723,1,H,23,NaN,8,48
13,1,1,4,0.516601563,1,1,1,0,411.6210938,104.9804688,0.411621094,C,1.07066791,1,H,23,NaN,8,49
13,1,1,3,0.557617188,1,1,1,0,479.4921875,78.125,0.479492188,C,1.312867867,1,H,23,NaN,8,50
13,1,1,3,0.622558594,1,1,1,0,535.6445313,86.9140625,0.535644531,C,1.192792889,1,H,23,NaN,8,51
13,2,1,1,0.7109375,0,1,0,1,613.7695313,97.16796875,0.613769531,I,1.174192892,1,H,23,NaN,8,52
13,1,2,1,0.998535156,0,4,3,1,835.4492188,163.0859375,0.527832031,C C C I,1.241717734,1,H,23,NaN,8,53
13,2,2,2,0.596679688,1,1,1,0,512.6953125,83.984375,0.512695313,C,1.351655214,1,H,23,NaN,8,54
13,1,2,1,0.827148438,0,1,0,1,676.2695313,150.8789063,0.676269531,I,1.26384273,1,H,23,NaN,8,55
13,2,2,1,0.498046875,1,1,1,0,374.5117188,123.5351563,0.374511719,C,1.21044274,1,H,23,NaN,8,56
13,1,1,2,0.645019531,1,2,1,1,510.2539063,134.765625,0.384277344,I C,1.003730422,1,H,23,NaN,8,57
13,1,2,2,0.498535156,0,1,0,1,376.953125,121.5820313,0.376953125,I,1.468567693,1,H,23,NaN,8,58
13,2,2,3,0.46875,1,1,1,0,354.0039063,114.7460938,0.354003906,C,1.32276772,1,H,23,NaN,8,59
13,1,1,3,0.55078125,1,1,1,0,422.8515625,127.9296875,0.422851563,C,0.974167928,1,H,23,NaN,8,60
13,2,2,4,0.449707031,1,1,1,0,360.3515625,89.35546875,0.360351563,C,1.333217718,1,H,23,NaN,8,61
13,1,1,2,0.678710938,1,1,1,0,520.5078125,158.203125,0.520507813,C,0.884155444,1,H,23,NaN,8,62
13,2,2,4,0.358398438,1,1,1,0,260.7421875,97.65625,0.260742188,C,1.466567694,1,H,23,NaN,8,63
13,2,1,1,0.634277344,0,1,0,1,437.5,196.7773438,0.4375,I,1.103367904,1,H,23,NaN,8,64
13,2,2,3,0.511230469,1,1,1,0,403.8085938,107.421875,0.403808594,C,1.233167736,1,H,23,NaN,8,65
13,2,1,2,0.773925781,0,2,1,1,615.234375,158.6914063,0.407226563,C I,0.971955428,1,H,23,NaN,8,66
13,1,2,2,0.504882813,0,1,0,1,422.8515625,82.03125,0.422851563,I,1.427367701,1,H,23,NaN,8,67
13,2,2,2,0.632324219,1,1,1,0,513.1835938,119.140625,0.513183594,C,1.231967736,1,H,23,NaN,8,68
13,1,1,1,0.669433594,1,1,1,0,537.109375,132.3242188,0.537109375,C,0.946892932,1,H,23,NaN,8,69
13,2,2,1,0.674316406,1,1,1,0,565.4296875,108.8867188,0.565429688,C,1.440942698,1,H,23,NaN,8,70
13,2,2,2,0.90234375,1,1,1,0,773.9257813,128.4179688,0.773925781,C,1.079567763,1,H,23,NaN,9,1
13,2,2,2,0.553710938,1,1,1,0,425.78125,127.9296875,0.42578125,C,1.09551776,1,H,23,NaN,9,2
13,1,2,1,0.655761719,0,1,0,1,455.5664063,200.1953125,0.455566406,I,1.046380269,1,H,23,NaN,9,3
13,2,1,1,1.187011719,0,3,1,2,1104.492188,82.51953125,0.568359375,C I I,1.388780353,1,H,23,NaN,9,4
13,2,2,4,0.65625,1,2,2,0,550.2929688,105.9570313,0.427246094,C C,1.294567725,1,H,23,NaN,9,5
13,2,2,4,0.480957031,1,1,1,0,390.625,90.33203125,0.390625,C,1.508605186,1,H,23,NaN,9,6
13,1,2,1,0.87109375,0,2,1,1,755.859375,115.234375,0.676269531,C I,1.165705248,1,H,23,NaN,9,7
13,1,1,2,0.693359375,1,1,1,0,584.9609375,108.3984375,0.584960938,C,1.190567889,1,H,23,NaN,9,8
13,1,1,3,0.703125,1,1,1,0,604.4921875,98.6328125,0.604492188,C,1.18485539,1,H,23,NaN,9,9
13,1,1,3,0.695800781,1,2,2,0,626.953125,68.84765625,0.485351563,C C,1.312855367,1,H,23,NaN,9,10
13,2,2,2,0.570800781,1,1,1,0,425.78125,145.0195313,0.42578125,C,1.484305191,1,H,23,NaN,9,11
13,2,2,3,0.721679688,1,1,1,0,617.1875,104.4921875,0.6171875,C,1.278667727,1,H,23,NaN,9,12
13,1,1,2,0.832519531,1,1,1,0,675.78125,156.7382813,0.67578125,C,1.209580386,1,H,23,NaN,9,13
13,2,2,3,0.44921875,1,1,1,0,345.703125,103.515625,0.345703125,C,1.529117683,1,H,23,NaN,9,14
13,2,2,4,0.634765625,1,1,1,0,525.8789063,108.8867188,0.525878906,C,1.189917743,1,H,23,NaN,9,15
13,1,1,1,0.824707031,1,2,1,1,691.8945313,132.8125,0.459472656,I C,1.06983041,1,H,23,NaN,9,16
13,2,2,3,0.715820313,1,1,1,0,570.3125,145.5078125,0.5703125,C,1.155917749,1,H,23,NaN,9,17
13,1,2,1,1.040527344,0,2,0,2,834.4726563,206.0546875,0.52734375,I I,1.031992772,1,H,23,NaN,9,18
13,2,2,2,0.501953125,1,1,1,0,387.2070313,114.7460938,0.387207031,C,1.352380214,1,H,23,NaN,9,19
13,2,2,2,0.4375,1,1,1,0,348.1445313,89.35546875,0.348144531,C,1.463130194,1,H,23,NaN,9,20
13,1,1,2,0.625488281,1,2,1,1,524.4140625,101.0742188,0.278808594,I C,1.107217904,1,H,23,NaN,9,21
13,2,2,3,0.532226563,1,1,1,0,435.546875,96.6796875,0.435546875,C,1.344067716,1,H,23,NaN,9,22
13,2,2,4,0.622070313,1,1,1,0,474.609375,147.4609375,0.474609375,C,1.32298022,1,H,23,NaN,9,23
13,2,1,1,0.53515625,0,2,1,1,375.9765625,159.1796875,0.309082031,C I,0.921667937,1,H,23,NaN,9,24
13,1,2,0,0.208007813,0,1,0,1,100.0976563,107.9101563,0.100097656,I,1.222930237,1,H,23,NaN,9,25
13,1,2,4,0.485351563,0,2,1,1,384.2773438,101.0742188,0.294433594,C I,1.110505258,1,H,23,NaN,9,26
13,1,2,3,0.5234375,0,2,0,2,442.3828125,81.0546875,0.185058594,I I,1.573792675,1,H,23,NaN,9,27
13,1,1,1,0.501464844,1,3,2,1,429.1992188,72.265625,0.043457031,I C C,1.065680411,1,H,23,NaN,9,28
13,2,2,4,0.3984375,1,2,2,0,298.3398438,100.0976563,0.21875,C C,1.253517732,1,H,23,NaN,9,29
13,1,2,0,0.288085938,0,1,0,1,187.9882813,100.0976563,0.187988281,I,1.259067731,1,H,23,NaN,9,30
13,1,1,1,0.771484375,1,2,1,1,673.3398438,98.14453125,0.350585938,I C,1.058680412,1,H,23,NaN,9,31
13,2,2,4,0.361328125,1,1,1,0,276.8554688,84.47265625,0.276855469,C,1.540392681,1,H,23,NaN,9,32
13,2,1,0,0.516601563,0,2,0,2,379.8828125,136.71875,0.279296875,I I,0.976567927,1,H,23,NaN,9,33
13,1,1,2,0.651855469,1,1,1,0,565.9179688,85.9375,0.565917969,C,1.199105387,1,H,23,NaN,9,34
13,1,2,3,0.704101563,0,1,0,1,477.0507813,227.0507813,0.477050781,I,1.286105226,1,H,23,NaN,9,35
13,2,2,1,0.494628906,1,1,1,0,352.0507813,142.578125,0.352050781,C,1.273592728,1,H,23,NaN,9,36
13,1,1,1,0.529296875,1,3,2,1,434.0820313,95.21484375,0.247558594,C I C,1.167892893,1,H,23,NaN,9,37
13,1,2,1,0.494628906,0,1,0,1,397.9492188,96.6796875,0.397949219,I,1.577242674,1,H,23,NaN,9,38
13,1,1,1,0.780761719,1,1,1,0,636.71875,144.0429688,0.63671875,C,1.1264554,1,H,23,NaN,9,39
13,1,2,1,0.597167969,0,1,0,1,483.8867188,113.28125,0.483886719,I,1.443455198,1,H,23,NaN,9,40
13,1,1,1,1.041015625,1,3,2,1,840.3320313,200.6835938,0.610839844,C I C,0.984092926,1,H,23,NaN,9,41
13,2,2,3,0.684570313,1,1,1,0,542.4804688,142.0898438,0.542480469,C,1.501730188,1,H,23,NaN,9,42
13,1,2,3,0.516113281,0,1,0,1,391.1132813,125,0.391113281,I,1.452367696,1,H,23,NaN,9,43
13,2,2,3,0.420898438,1,2,1,1,319.3359375,101.5625,0.326660156,C,1.393980207,1,H,23,NaN,9,44
13,1,1,1,0.94140625,1,4,4,0,778.8085938,162.5976563,0.312988281,C C C C,1.025630418,1,H,23,NaN,9,45
13,1,2,3,0.748535156,0,1,0,1,634.2773438,114.2578125,0.634277344,I,1.537942681,1,H,23,NaN,9,46
13,2,1,1,0.959472656,0,2,1,1,800.2929688,159.1796875,0.565429688,C I,0.929955436,1,H,23,NaN,9,47
13,1,1,3,0.663085938,1,1,1,0,552.734375,110.3515625,0.552734375,C,1.042017915,1,H,23,NaN,9,48
13,2,2,4,0.541503906,1,1,1,0,439.9414063,101.5625,0.439941406,C,1.342455216,1,H,23,NaN,9,49
