Subj_idx,Stimulus,Response,Confidence,RT_decConf,Difficulty,Accuracy,Trial_in_block
84,1,1,8,2.866,1,1,41
84,0,1,12,2.504,1,0,42
84,1,1,12,2.316,3,1,43
84,0,1,7,2.867,3,0,44
84,0,1,9,3.306,5,0,45
84,1,1,7,3.681,7,1,46
84,0,1,2,8.613,7,0,47
84,1,1,9,2.241,9,1,48
84,1,0,7,3.956,9,0,49
84,1,1,6,3.944,11,1,50
84,0,1,6,13.648,11,0,51
84,0,1,4,2.816,13,0,52
84,0,0,6,3.281,15,1,53
84,1,0,11,2.867,15,0,54
84,0,1,6,2.567,17,0,55
84,1,1,9,3.143,19,1,56
84,1,1,9,15.007,19,1,57
84,0,1,4,3.429,17,0,58
84,0,0,4,2.54,19,1,59
84,1,0,8,2.69,19,0,60
84,0,0,12,2.503,21,1,1
84,1,0,3,3.834,21,0,2
84,1,1,6,5.708,23,1,3
84,0,0,9,2.122,23,1,4
84,0,0,15,2.965,21,1,5
84,0,0,3,2.516,19,1,6
84,1,0,8,2.182,17,0,7
84,0,0,4,2.524,19,1,8
84,1,0,2,2.166,19,0,9
84,0,0,8,1.989,21,1,10
84,0,0,7,2.027,21,1,11
84,0,0,8,1.752,19,1,12
84,1,1,5,2.812,17,1,13
84,1,1,5,3.592,15,1,14
84,1,1,8,2.765,13,1,15
84,1,1,6,2.778,11,1,16
84,0,1,6,2.604,9,0,17
84,0,0,7,2.666,11,1,18
84,1,1,6,2.027,11,1,19
84,1,1,9,1.866,9,1,20
84,0,0,8,2.596,7,1,21
84,0,0,9,2.991,5,1,22
84,1,1,9,2.315,3,1,23
84,0,0,5,2.391,1,1,24
84,0,1,10,2.227,1,0,25
84,1,1,4,4.442,3,1,26
84,1,1,7,11.373,3,1,27
84,1,1,4,3.254,1,1,28
84,1,0,3,5.2,1,0,29
84,0,0,7,4.261,3,1,30
84,1,1,10,2.689,3,1,31
84,1,0,6,4.08,1,0,32
84,0,0,11,3.698,3,1,33
84,0,0,13,2.575,3,1,34
84,0,1,8,3.554,1,0,35
84,1,0,7,3.605,3,0,36
84,1,0,9,3.977,5,0,37
84,0,0,10,3.512,7,1,38
84,0,0,14,2.931,7,1,39
84,0,0,7,2.74,5,1,40
84,1,1,4,3.429,3,1,41
84,1,0,10,2.954,1,0,42
84,1,1,7,3.752,3,1,43
84,0,0,13,3.433,3,1,44
84,1,1,8,17.162,1,1,45
84,0,0,7,4.994,1,1,46
84,1,0,3,3.654,1,0,47
84,1,1,6,4.48,3,1,48
84,0,1,7,4.122,3,0,49
84,0,0,7,2.897,5,1,50
84,1,1,11,3.433,5,1,51
84,1,0,15,3.454,3,0,52
84,1,0,10,4.042,5,0,53
84,1,0,6,3.348,7,0,54
84,1,1,7,2.614,9,1,55
84,1,0,8,2.489,9,0,56
84,1,1,12,8.173,11,1,57
84,1,1,3,3.378,11,1,58
84,1,1,16,4.694,9,1,59
84,0,0,13,3.954,7,1,60
84,0,1,4,3.831,5,0,1
84,0,0,7,3.571,7,1,2
84,1,1,4,2.799,7,1,3
84,1,0,7,3.641,5,0,4
84,0,0,3,2.743,7,1,5
84,0,0,6,3.522,7,1,6
84,0,0,8,2.814,5,1,7
84,0,0,7,2.52,3,1,8
84,1,1,4,2.628,1,1,9
84,1,0,6,2.603,1,0,10
84,0,0,16,3.692,3,1,11
84,0,1,4,2.8,3,0,12
84,0,0,3,3.979,5,1,13
84,0,0,12,3.115,5,1,14
84,0,0,5,2.401,3,1,15
84,1,1,8,33.231,1,1,16
84,1,0,6,4.232,1,0,17
84,1,0,4,3.581,3,0,18
84,1,0,4,4.788,5,0,19
84,0,0,9,2.29,7,1,20
84,0,0,12,2.728,7,1,21
84,0,0,9,2.753,5,1,22
84,0,0,7,3.017,3,1,23
84,1,0,9,3.141,1,0,24
84,0,0,6,2.429,3,1,25
84,1,1,3,3.304,3,1,26
84,1,0,6,2.853,1,0,27
84,1,1,6,2.07,3,1,28
84,0,0,7,2.528,3,1,29
84,0,0,8,3.851,1,1,30
84,1,0,6,3.43,1,0,31
84,1,0,11,3.18,3,0,32
84,1,0,10,3.102,5,0,33
84,0,0,3,2.954,7,1,34
84,1,0,4,2.339,7,0,35
84,1,0,3,3.477,9,0,36
84,1,1,7,4.336,11,1,37
84,1,1,6,3.987,11,1,38
84,1,1,7,2.978,9,1,39
84,1,0,6,2.916,7,0,40
84,1,1,4,2.666,9,1,41
84,1,1,6,8.3,9,1,42
84,0,0,8,3.003,7,1,43
84,0,0,5,4.181,5,1,44
84,0,1,6,74.242,3,0,45
84,0,1,8,20.741,5,0,46
84,1,0,5,3.526,7,0,47
84,0,0,7,2.568,9,1,48
84,1,1,12,3.038,9,1,49
84,0,0,5,18.04,7,1,50
84,0,1,3,2.279,5,0,51
84,0,0,5,2.817,7,1,52
84,0,0,5,2.745,7,1,53
84,0,0,3,3.844,5,1,54
84,1,1,2,3.187,3,1,55
84,0,1,6,2.642,1,0,56
84,0,0,3,2.4,3,1,57
84,1,1,6,2.141,3,1,58
84,1,1,7,3.074,1,1,59
84,1,1,6,2.378,1,1,60
84,0,0,4,2.116,1,1,1
84,0,1,7,1.955,1,0,2
84,0,1,5,2.193,3,0,3
84,1,1,4,3.042,5,1,4
84,1,1,8,2.767,5,1,5
84,0,1,3,2.404,3,0,6
84,1,1,8,2.205,5,1,7
84,1,1,10,40.995,5,1,8
84,1,0,6,2.441,3,0,9
84,0,1,5,1.986,5,0,10
84,0,0,3,2.568,7,1,11
84,1,1,8,2.467,7,1,12
84,1,1,8,2.237,5,1,13
84,1,0,4,1.952,3,0,14
84,0,0,8,2.643,5,1,15
84,1,1,7,2.693,5,1,16
84,1,1,4,7.513,3,1,17
84,1,1,9,2.318,1,1,18
84,0,1,5,3.519,1,0,19
84,1,1,10,4.573,3,1,20
84,1,1,12,2.638,3,1,21
84,0,1,8,2.944,1,0,22
84,0,0,4,3.142,3,1,23
84,0,1,8,2.316,3,0,24
84,0,1,6,2.551,5,0,25
84,0,1,6,12.133,7,0,26
84,1,1,8,2.549,9,1,27
84,1,1,6,2.282,9,1,28
84,0,0,2,4.133,7,1,29
84,0,1,5,2.565,5,0,30
84,1,1,6,2.229,7,1,31
84,1,1,14,2.217,7,1,32
84,0,0,5,2.888,5,1,33
84,0,1,4,2.217,3,0,34
84,0,1,8,2.806,5,0,35
84,0,0,2,2.1,7,1,36
84,0,1,6,2.932,7,0,37
84,1,1,5,2.028,9,1,38
84,1,1,7,2.121,9,1,39
84,1,0,6,2.892,7,0,40
84,0,0,5,2.391,9,1,41
84,0,1,5,2.381,9,0,42
84,0,1,3,2.217,11,0,43
84,1,1,6,3.257,13,1,44
84,0,1,3,2.214,13,0,45
84,0,0,10,2.594,15,1,46
84,1,1,4,2.228,15,1,47
84,0,1,17,3.217,13,0,48
84,0,1,8,3.045,15,0,49
84,0,0,3,3.157,17,1,50
84,0,1,11,3.022,17,0,51
84,1,0,4,2.693,19,0,52
84,1,1,9,2.392,21,1,53
84,1,1,7,3.357,21,1,54
84,1,1,5,2.718,19,1,55
84,0,0,5,2.78,17,1,56
84,0,0,3,2.166,15,1,57
84,0,0,5,2.04,13,1,58
84,1,1,4,3.668,11,1,59
84,1,1,9,3.194,9,1,60
85,0,1,30,4.943,33,0,1
85,0,1,1,4.881,35,0,2
85,1,1,48,2.76,37,1,3
85,0,1,3,5.513,37,0,4
85,0,1,38,2.962,39,0,5
85,0,0,20,4.73,41,1,6
85,0,1,44,2.376,41,0,7
85,0,1,50,2.349,43,0,8
85,0,1,33,2.401,45,0,9
85,0,1,17,6.319,45,0,10
85,0,1,42,2.65,47,0,11
85,1,1,50,2.438,49,1,12
85,0,1,50,2.426,49,0,13
85,0,1,16,2.843,51,0,14
85,1,1,50,2.472,53,1,15
85,0,1,50,3.114,47,0,16
85,1,1,28,10.376,47,1,17
85,0,1,28,2.619,45,0,18
85,1,1,50,2.234,43,1,19
85,0,1,5,4.933,39,0,20
85,0,1,39,3.576,39,0,21
85,0,0,32,2.881,41,1,22
85,1,1,50,2.17,35,1,23
85,1,1,50,2.255,33,1,24
85,0,0,30,2.583,31,1,25
85,1,1,50,2.22,27,1,26
85,0,0,24,2.301,25,1,27
85,0,0,3,4.332,23,1,28
85,0,1,50,2.101,21,0,29
85,0,0,16,2.257,23,1,30
85,0,1,28,4.066,21,0,31
85,0,1,40,4.902,23,0,32
85,0,0,9,3.199,25,1,33
85,1,1,50,2.459,23,1,34
85,0,1,50,2.636,21,0,35
85,0,0,43,2.836,23,1,36
85,0,1,43,2.39,23,0,37
85,1,1,33,3.222,21,1,1
85,0,1,50,3.074,19,0,2
85,1,1,50,2.622,21,1,3
85,0,1,50,2.333,21,0,4
85,0,0,2,2.046,23,1,5
85,1,1,2,10.269,23,1,6
85,0,1,29,2.148,21,0,7
85,1,1,46,2.075,23,1,8
85,1,1,50,2.29,23,1,9
85,0,1,2,2.821,21,0,10
85,0,1,15,2.303,23,0,11
85,0,1,43,2.142,25,0,12
85,0,1,41,1.848,27,0,13
85,0,1,50,2.933,29,0,14
85,1,1,43,1.903,31,1,15
85,0,1,50,3.264,31,0,16
85,0,1,50,3.097,33,0,17
85,0,0,2,3.995,35,1,18
85,1,1,50,2.579,33,1,19
85,1,1,50,2.496,25,1,20
85,0,1,50,2.929,23,0,21
85,1,1,50,2.453,25,1,22
85,1,1,34,2.21,19,1,23
85,0,1,50,3.571,17,0,24
85,1,1,50,2.69,19,1,25
85,0,1,40,2.426,19,0,26
85,0,1,39,2.009,21,0,27
85,0,1,47,2.251,21,0,28
85,1,1,48,1.93,17,1,29
85,1,1,50,2.717,15,1,30
85,0,1,27,4.998,13,0,31
85,0,1,49,1.983,15,0,32
85,1,1,50,2.13,19,1,33
85,0,1,50,2.279,19,0,34
85,0,0,2,3.748,21,1,35
85,0,1,38,2.067,21,0,36
85,0,1,50,2.337,23,0,37
85,1,1,50,2.869,25,1,38
85,0,1,38,3.415,25,0,39
85,1,1,50,2.508,23,1,1
85,0,1,50,2.48,21,0,2
85,1,1,50,2.376,23,1,3
85,0,1,50,2.665,23,0,4
85,1,1,50,2.489,23,1,5
85,0,1,50,2.566,15,0,6
85,0,1,50,2.614,17,0,7
85,0,0,35,2.985,19,1,8
85,0,1,29,3.394,17,0,9
85,0,1,42,2.868,19,0,10
85,0,1,8,3.664,23,0,11
85,0,0,42,2.32,23,1,12
85,0,1,50,2.363,17,0,13
85,0,0,32,2.415,19,1,14
85,1,1,50,1.981,19,1,15
85,0,1,35,2.382,17,0,16
85,0,1,6,2.129,19,0,17
85,1,1,35,1.6,21,1,18
85,0,1,50,2.774,15,0,19
85,1,1,1,5.965,17,1,20
85,0,1,25,3.35,15,0,21
85,0,1,26,1.877,17,0,22
85,1,1,27,2.137,19,1,23
85,0,1,39,1.856,17,0,24
85,0,0,12,2.02,19,1,25
85,0,1,25,1.81,17,0,26
85,0,1,50,2.376,19,0,27
85,0,0,50,2.931,21,1,28
85,1,1,50,2.217,17,1,29
85,0,0,1,2.817,15,1,30
85,1,1,47,1.933,13,1,31
85,0,1,17,1.931,11,0,32
85,0,1,29,1.632,13,0,33
85,0,0,16,2.054,15,1,1
85,0,1,50,3.244,13,0,2
85,1,1,38,1.914,15,1,3
85,0,1,5,2.051,15,0,4
85,0,1,21,1.766,17,0,5
85,0,0,17,3.13,15,1,6
85,1,1,50,2.414,11,1,7
85,0,0,13,2.048,9,1,8
85,0,1,40,2.108,1,0,9
85,1,0,30,2.154,3,0,10
85,1,1,37,2.042,5,1,11
85,0,1,49,2.71,5,0,12
85,1,1,50,2.704,9,1,13
85,0,1,34,1.956,7,0,14
85,0,1,3,2.058,9,0,15
85,0,1,21,2.36,11,0,16
85,0,1,24,2.331,13,0,17
85,0,1,33,1.814,15,0,18
85,0,0,50,3.175,17,1,19
85,0,1,35,3.054,17,0,20
85,1,1,29,2.44,19,1,21
85,0,1,24,3.431,15,0,22
85,1,1,39,1.851,11,1,23
85,1,0,50,2.365,5,0,24
85,0,1,50,3.026,7,0,25
85,1,1,50,2.176,9,1,26
85,1,1,50,2.468,9,1,27
85,0,1,25,2.003,7,0,28
85,1,0,50,2.441,9,0,29
85,0,1,39,1.903,11,0,30
85,1,1,50,2.204,13,1,31
85,1,1,50,2.502,13,1,32
85,0,1,50,2.406,11,0,33
85,0,1,31,2.09,13,0,34
85,0,1,39,1.922,15,0,35
85,0,0,50,2.221,19,1,36
85,0,1,11,2.201,19,0,37
86,0,1,31,2.753500114,18,0,1
86,1,1,32,2.661100067,21,1,2
86,0,0,32,3.162300095,21,1,3
86,0,0,32,2.196900128,18,1,4
86,1,0,34,2.678799956,15,0,5
86,1,1,31,1.981699892,18,1,6
86,1,1,30,2.39070022,18,1,7
86,1,1,32,1.791899754,16,1,8
86,1,0,22,2.17569992,14,0,9
86,1,1,13,2.199099836,16,1,10
86,1,1,17,3.412799935,16,1,11
86,1,0,23,2.076699929,14,0,12
86,0,0,22,1.675200285,16,1,13
86,1,0,30,1.728600061,16,0,14
86,0,0,25,2.068399912,18,1,15
86,1,1,15,3.007600036,18,1,16
86,1,1,23,2.003000273,16,1,17
86,0,0,22,2.380699719,14,1,18
86,1,0,24,2.344900069,12,0,19
86,0,0,25,1.763099921,14,1,20
86,0,0,25,1.793500064,14,1,21
86,1,1,18,2.424199989,12,1,22
86,0,0,17,1.796800037,10,1,23
86,1,0,19,1.759899712,8,0,24
86,0,0,13,1.950699941,10,1,25
86,0,1,18,2.089900229,10,0,26
86,0,0,17,1.49420021,12,1,27
86,0,0,21,1.874000011,12,1,28
86,1,1,22,2.030199797,10,1,29
86,0,0,16,1.804999881,8,1,30
86,0,0,20,1.78369991,6,1,31
86,1,0,19,3.751399758,4,0,32
86,0,0,19,1.964699985,6,1,33
86,1,0,19,1.580099664,6,0,34
86,1,1,19,1.60250031,8,1,35
86,0,0,13,1.303700091,8,1,36
86,0,0,15,1.326199678,6,1,37
86,0,0,15,1.499800064,4,1,38
86,0,0,16,1.8069003,2,1,39
86,0,0,17,1.759600013,1,1,40
86,1,0,18,1.869599775,1,0,41
86,0,0,21,1.564599894,3,1,42
86,1,0,18,1.735599878,3,0,43
86,1,1,24,1.968500003,5,1,44
86,0,0,24,2.04869984,5,1,45
86,1,0,24,1.822299898,3,0,46
86,1,0,21,3.618800235,5,0,47
86,0,0,24,1.876999874,7,1,48
86,1,1,27,1.755600059,7,1,49
86,0,0,29,1.638999942,5,1,50
86,0,0,28,1.561799967,3,1,51
86,0,0,28,2.088099983,1,1,52
86,1,0,20,1.658700013,1,0,53
86,1,0,23,1.596099891,3,0,54
86,1,0,23,1.505399917,5,0,55
86,1,0,21,1.448900105,7,0,56
86,0,0,21,1.473500048,9,1,57
86,1,0,19,1.755900168,9,0,58
86,0,0,22,1.615499853,11,1,59
86,0,0,22,1.818400117,11,1,60
86,0,0,28,1.885999874,9,1,1
86,1,0,22,1.626599797,7,0,2
86,0,0,24,1.68439981,9,1,3
86,1,0,18,2.410799753,9,0,4
86,1,0,21,2.058499995,11,0,5
86,1,0,21,2.040899869,13,0,6
86,1,1,30,1.45840015,15,1,7
86,0,1,22,3.35300015,15,0,8
86,1,0,31,1.449299977,17,0,9
86,1,1,22,1.575900185,19,1,10
86,1,1,24,1.614000126,19,1,11
86,1,1,24,1.801600146,17,1,12
86,0,0,29,1.665100021,15,1,13
86,0,0,25,1.552799968,13,1,14
86,1,0,23,1.7982,11,0,15
86,0,0,30,1.958299976,13,1,16
86,0,0,29,1.801600146,13,1,17
86,1,0,24,1.52709976,11,0,18
86,1,1,19,2.003300383,13,1,19
86,0,0,22,1.245700142,13,1,20
86,0,0,26,1.636000079,11,1,21
86,1,0,24,1.848700087,9,0,22
86,0,0,26,1.841900206,11,1,23
86,1,0,23,1.446099768,11,0,24
86,1,1,19,2.38909991,13,1,25
86,1,0,28,1.713200054,13,0,26
86,1,1,22,1.988099901,15,1,27
86,0,0,27,1.397900383,15,1,28
86,0,1,11,2.85300015,13,0,29
86,1,0,20,1.965700076,15,0,30
86,1,1,19,1.717400354,17,1,31
86,1,0,14,1.431999961,17,0,32
86,1,0,14,1.641399996,19,0,33
86,1,1,15,2.081399865,21,1,34
86,1,1,15,1.865000012,21,1,35
86,0,1,18,1.602100027,19,0,36
86,1,1,20,1.622099797,21,1,37
86,1,0,23,2.039400142,21,0,38
86,1,1,16,31.37910023,23,1,39
86,1,0,18,1.441500005,23,0,40
86,0,0,18,1.623900043,25,1,41
86,1,1,21,1.513900282,25,1,42
86,1,1,20,1.401000009,23,1,43
86,0,0,23,1.417700217,21,1,44
86,1,1,22,1.515400008,19,1,45
86,0,0,23,1.403099954,17,1,46
86,0,0,26,1.435900152,15,1,47
86,1,0,22,1.382100093,13,0,48
86,1,1,15,2.094099709,15,1,49
86,1,1,18,1.689300092,15,1,50
86,0,1,18,2.073299783,13,0,51
86,1,0,25,1.346800078,15,0,52
86,0,0,23,1.414699944,17,1,53
86,1,1,25,1.276299811,17,1,54
86,0,0,22,1.343099823,15,1,55
86,1,0,20,1.295499836,13,0,56
86,1,1,23,1.309299944,15,1,57
86,0,0,20,1.374699993,15,1,58
86,1,0,23,1.725500025,13,0,59
86,1,1,23,1.792199864,15,1,60
86,1,0,22,1.644300096,15,0,1
86,1,1,19,1.580499947,17,1,2
86,1,0,23,1.323499925,17,0,3
86,0,1,22,1.499200255,19,0,4
86,0,0,20,1.70599989,21,1,5
86,0,0,23,1.498899735,21,1,6
86,1,1,21,1.625300007,19,1,7
86,1,1,17,1.468299656,17,1,8
86,0,0,22,1.429900016,15,1,9
86,1,1,20,1.59769979,13,1,10
86,0,0,24,1.478199984,11,1,11
86,0,0,23,1.566299966,9,1,12
86,1,1,23,2.024700116,7,1,13
86,1,0,23,1.733499933,5,0,14
86,0,1,17,1.769299994,7,0,15
86,1,0,21,1.481299609,9,0,16
86,0,1,22,1.580799646,11,0,17
86,0,0,26,1.448299886,13,1,18
86,0,0,21,1.459099721,13,1,19
86,0,1,23,1.876400066,11,0,20
86,1,1,22,1.808200091,13,1,21
86,0,0,22,1.374000011,13,1,22
86,1,0,20,1.553100077,11,0,23
86,1,1,20,2.045300105,13,1,24
86,1,1,23,1.460199985,13,1,25
86,1,0,22,1.602800009,11,0,26
86,0,0,23,1.387099728,13,1,27
86,0,0,21,1.672399948,13,1,28
86,0,0,22,1.391500375,11,1,29
86,0,0,24,1.824199907,9,1,30
86,0,0,23,1.434099906,7,1,31
86,0,0,20,1.981499956,5,1,32
86,0,1,20,1.522399825,3,0,33
86,0,0,23,1.58220002,5,1,34
86,1,1,22,1.545300105,5,1,35
86,1,0,20,1.306800127,3,0,36
86,1,0,22,1.54030006,5,0,37
86,0,0,23,1.787299992,7,1,38
86,0,1,21,1.454800068,7,0,39
86,0,0,19,1.457900104,9,1,40
86,1,0,18,1.52449977,9,0,41
86,0,0,23,1.348599914,11,1,42
86,1,0,25,1.322499834,11,0,43
86,1,1,18,1.863699812,13,1,44
86,1,0,18,1.328100098,13,0,45
86,0,1,20,1.56350004,15,0,46
86,0,0,22,1.356899931,17,1,47
86,0,0,24,1.686800275,17,1,48
86,1,1,22,1.635800143,15,1,49
86,0,0,22,1.405199899,13,1,50
86,0,0,23,2.733999979,11,1,51
86,1,0,24,1.959199894,9,0,52
86,1,1,20,1.503499908,11,1,53
86,1,1,22,1.638899768,11,1,54
86,1,1,22,1.546800242,9,1,55
86,1,1,24,1.578699701,7,1,56
86,0,0,20,1.47290024,5,1,57
86,1,0,22,1.65829973,3,0,58
86,1,0,23,1.87590002,5,0,59
86,0,1,22,1.545500041,7,0,60
86,0,0,20,1.59250022,9,1,1
86,0,0,20,1.83559996,9,1,2
86,0,1,26,1.661100067,7,0,3
86,1,0,19,1.32139998,9,0,4
86,1,1,17,1.493200119,11,1,5
86,1,0,20,1.342800124,11,0,6
86,0,0,21,1.509800154,13,1,7
86,0,0,24,1.343399932,13,1,8
86,0,0,23,1.60059989,11,1,9
86,0,1,24,1.376900112,9,0,10
86,0,0,23,1.210299953,11,1,11
86,1,0,24,1.312800263,11,0,12
86,0,0,25,1.393200037,13,1,13
86,0,0,26,1.485899782,13,1,14
86,1,1,22,1.338899933,11,1,15
86,1,1,21,1.389300257,9,1,16
86,0,0,25,1.372199765,7,1,17
86,1,0,26,1.883699992,5,0,18
86,1,1,26,1.808699725,7,1,19
86,1,0,23,1.439799932,7,0,20
86,0,0,23,1.342300078,9,1,21
86,1,1,22,1.379199993,9,1,22
86,1,1,22,1.911500145,7,1,23
86,1,1,24,1.308000154,5,1,24
86,1,0,25,2.039299969,3,0,25
86,1,1,26,1.342900297,5,1,26
86,1,1,19,1.976699847,5,1,27
86,0,0,22,1.323800034,3,1,28
86,0,0,24,1.439099951,1,1,29
86,1,0,20,1.328099687,1,0,30
86,0,0,22,1.44809995,3,1,31
86,0,0,27,2.659300232,3,1,32
86,1,0,25,1.30140021,1,0,33
86,1,0,23,1.357000104,3,0,34
86,1,0,24,1.366500149,5,0,35
86,0,0,22,1.759999885,7,1,36
86,0,0,25,1.183300366,7,1,37
86,1,1,19,2.005000045,5,1,38
86,0,0,22,1.2982,3,1,39
86,1,0,22,1.252600196,1,0,40
86,1,1,18,1.694300137,3,1,41
86,1,0,23,1.766899939,3,0,42
86,1,0,20,1.23919996,5,0,43
86,0,0,23,1.246499886,7,1,44
86,1,1,22,1.968899875,7,1,45
86,0,0,22,1.797599781,5,1,46
86,0,0,21,2.230799769,3,1,47
86,0,0,22,5.679999984,1,1,48
86,1,0,25,1.431499915,1,0,49
86,0,0,22,1.398300256,3,1,50
86,1,0,24,1.768900121,3,0,51
86,0,0,26,1.417200172,5,1,52
86,1,1,23,1.385400065,5,1,53
86,1,0,24,1.616500354,3,0,54
86,0,1,16,5.813600008,5,0,55
86,1,0,21,1.744899987,7,0,56
86,0,0,20,1.634499942,9,1,57
86,0,1,20,1.323299989,9,0,58
86,0,0,22,1.746100014,11,1,59
86,1,0,20,1.419199944,11,0,60
87,0,0,15,1.466,18,1,1
87,1,1,25,9.761,15,1,2
87,0,0,30,1.99,12,1,3
87,0,0,35,1.735,9,1,4
87,1,0,42,1.694,6,0,5
87,0,0,22,2.371,9,1,6
87,1,0,50,1.769,9,0,7
87,0,0,45,1.746,12,1,8
87,1,1,20,1.992,12,1,9
87,1,0,45,1.563,10,0,10
87,0,0,50,1.897,12,1,11
87,0,0,36,40.54,8,1,12
87,1,0,50,1.666,6,0,13
87,1,0,43,1.542,8,0,14
87,0,0,26,2.279,10,1,15
87,0,0,50,1.73,10,1,16
87,0,0,34,2.092,8,1,17
87,0,0,44,5.044,6,1,18
87,0,1,17,2.298,4,0,19
87,1,0,34,1.828,6,0,20
87,1,1,20,1.43,8,1,21
87,1,0,38,1.36,8,0,22
87,1,0,41,1.525,10,0,23
87,0,0,43,1.798,12,1,24
87,0,1,20,5.762,12,0,25
87,1,1,18,1.587,14,1,26
87,0,0,38,1.789,14,1,27
87,0,0,27,1.748,12,1,28
87,0,0,49,1.851,10,1,29
87,1,0,27,1.952,8,0,30
87,1,0,46,72.857,10,0,31
87,1,1,41,1.757,12,1,32
87,0,0,28,1.314,12,1,33
87,0,0,34,1.454,10,1,34
87,0,0,49,1.978,8,1,35
87,0,0,36,1.332,6,1,36
87,1,1,20,1.826,4,1,37
87,0,0,37,1.313,2,1,38
87,0,0,41,1.338,1,1,39
87,0,0,46,1.429,1,1,40
87,0,0,27,1.287,1,1,41
87,0,0,40,1.841,1,1,42
87,0,0,30,54.101,1,1,43
87,0,1,37,1.523,1,0,44
87,0,0,34,1.517,3,1,45
87,0,0,31,1.754,3,1,46
87,1,1,14,1.323,1,1,47
87,1,0,12,1.825,1,0,48
87,1,1,17,1.35,3,1,49
87,1,0,28,1.194,3,0,50
87,1,1,30,1.605,5,1,51
87,1,0,30,1.307,5,0,52
87,1,1,30,1.465,7,1,53
87,1,1,33,1.524,7,1,54
87,1,0,32,1.192,5,0,55
87,0,1,20,1.45,7,0,56
87,0,0,24,1.234,9,1,57
87,0,0,25,1.745,9,1,1
87,0,0,34,1.688,7,1,2
87,0,1,24,1.527,5,0,3
87,1,1,23,1.574,7,1,4
87,1,0,32,1.306,7,0,5
87,1,1,28,39.541,9,1,6
87,0,0,27,3.568,7,1,7
87,1,0,33,1.865,5,0,8
87,0,0,33,1.179,7,1,9
87,1,0,33,1.797,5,0,10
87,1,0,42,1.307,7,0,11
87,1,1,20,1.702,9,1,12
87,0,0,39,2.807,9,1,13
87,0,0,49,1.747,5,1,14
87,0,0,49,1.332,1,1,15
87,0,0,23,1.508,1,1,16
87,0,0,43,1.532,1,1,17
87,0,0,50,1.543,1,1,18
87,0,0,50,1.609,1,1,19
87,0,0,48,1.785,1,1,20
87,1,1,41,1.749,1,1,21
87,0,1,32,1.595,1,0,22
87,0,0,48,1.907,3,1,23
87,1,1,32,1.633,3,1,24
87,1,1,35,1.503,1,1,25
87,1,0,42,1.212,1,0,26
87,0,0,37,1.899,3,1,27
87,0,0,26,1.403,3,1,28
87,1,0,47,2.178,1,0,29
87,1,1,28,2.193,3,1,30
87,0,0,50,1.533,3,1,31
87,1,0,37,1.504,1,0,32
87,0,0,41,2.285,3,1,33
87,1,1,40,1.942,3,1,34
87,1,1,6,1.68,1,1,35
87,1,1,32,1.406,1,1,36
87,1,1,32,1.959,1,1,37
87,0,0,36,1.309,1,1,38
87,1,1,16,1.404,1,1,39
87,1,0,46,1.493,1,0,40
87,0,1,28,2.103,3,0,41
87,1,1,17,1.814,5,1,42
87,0,0,33,1.231,5,1,43
87,1,1,8,1.376,3,1,44
87,1,1,24,1.132,1,1,45
87,1,0,35,1.365,1,0,46
87,1,0,12,1.3,3,0,47
87,0,0,13,1.261,5,1,48
87,1,1,28,1.38,5,1,49
87,0,1,39,1.596,3,0,50
87,0,0,30,1.518,5,1,51
87,0,1,3,3.921,5,0,1
87,1,0,33,1.355,7,0,2
87,1,1,24,142.886,9,1,3
87,0,0,24,1.365,9,1,4
87,1,0,30,1.441,7,0,5
87,1,1,11,1.266,9,1,6
87,0,0,15,1.319,9,1,7
87,0,1,12,1.214,7,0,8
87,0,0,14,1.582,9,1,9
87,1,0,31,1.599,9,0,10
87,1,1,14,1.496,11,1,11
87,1,1,17,1.387,11,1,12
87,0,1,26,1.443,7,0,13
87,0,0,32,1.574,9,1,14
87,1,0,10,1.601,9,0,15
87,0,0,29,1.318,11,1,16
87,0,0,25,1.292,11,1,17
87,0,0,35,2.183,9,1,18
87,1,1,27,1.42,7,1,19
87,1,0,48,1.703,5,0,20
87,0,0,17,1.314,7,1,21
87,0,0,10,1.791,7,1,22
87,0,0,44,1.327,5,1,23
87,1,1,10,1.341,3,1,24
87,1,0,32,1.612,1,0,25
87,0,1,13,1.278,3,0,26
87,0,1,14,1.244,5,0,27
87,1,1,9,1.151,7,1,28
87,1,1,22,42.15,7,1,29
87,1,0,26,1.379,5,0,30
87,0,1,12,1.242,7,0,31
87,0,0,21,1.309,9,1,32
87,1,1,20,1.471,9,1,33
87,1,1,23,1.29,7,1,34
87,0,0,30,1.85,5,1,35
87,1,1,6,1.378,3,1,36
87,1,0,7,1.383,1,0,37
87,0,0,24,1.572,3,1,38
87,1,1,10,1.603,3,1,39
87,0,1,16,1.331,1,0,40
87,0,1,11,1.253,3,0,41
87,1,1,5,1.34,5,1,42
87,0,0,7,1.128,5,1,43
87,0,0,14,1.414,3,1,44
87,0,0,11,1.272,1,1,45
87,0,0,19,2.007,1,1,46
87,0,1,13,1.329,1,0,47
87,0,1,17,1.72,3,0,48
87,1,1,13,1.184,5,1,49
87,0,0,13,1.382,5,1,50
87,0,0,15,2.002,3,1,51
87,1,1,1,1.714,1,1,52
87,1,0,7,1.416,1,0,53
87,1,0,5,1.324,3,0,54
